Site,Date,SC,Temp_C
Old-growth deep,6/4/20 17:49,28.2,2.8
Old-growth deep,6/4/20 17:52,28.4,2.8
Old-growth deep,6/4/20 17:55,28.8,2.8
Old-growth deep,6/4/20 17:58,29.1,2.8
Old-growth deep,6/4/20 18:01,29.3,2.8
Old-growth deep,6/4/20 18:04,29.7,2.8
Old-growth deep,6/4/20 18:07,30,2.8
Old-growth deep,6/4/20 18:10,30.3,2.8
Old-growth deep,6/4/20 18:13,30.7,2.8
Old-growth deep,6/4/20 18:16,31,2.8
Old-growth deep,6/4/20 18:19,31.4,2.8
Old-growth deep,6/4/20 18:22,31.7,2.8
Old-growth deep,6/4/20 18:25,32.1,2.8
Old-growth deep,6/4/20 18:28,32.4,2.8
Old-growth deep,6/4/20 18:31,32.8,2.8
Old-growth deep,6/4/20 18:34,33.2,2.8
Old-growth deep,6/4/20 18:37,33.5,2.8
Old-growth deep,6/4/20 18:40,34,2.8
Old-growth deep,6/4/20 18:43,34.3,2.8
Old-growth deep,6/4/20 18:46,34.7,2.8
Old-growth deep,6/4/20 18:49,35.2,2.8
Old-growth deep,6/4/20 18:52,35.5,2.8
Old-growth deep,6/4/20 18:55,35.9,2.8
Old-growth deep,6/4/20 18:58,36.3,2.8
Old-growth deep,6/4/20 19:01,36.7,2.8
Old-growth deep,6/4/20 19:04,37.1,2.8
Old-growth deep,6/4/20 19:07,37.6,2.8
Old-growth deep,6/4/20 19:10,37.9,2.8
Old-growth deep,6/4/20 19:13,38.4,2.8
Old-growth deep,6/4/20 19:16,38.8,2.8
Old-growth deep,6/4/20 19:19,39.3,2.7
Old-growth deep,6/4/20 19:22,39.6,2.7
Old-growth deep,6/4/20 19:25,40,2.7
Old-growth deep,6/4/20 19:28,40.5,2.7
Old-growth deep,6/4/20 19:31,40.9,2.7
Old-growth deep,6/4/20 19:34,41.3,2.7
Old-growth deep,6/4/20 19:37,41.8,2.7
Old-growth deep,6/4/20 19:40,42.2,2.7
Old-growth deep,6/4/20 19:43,42.7,2.7
Old-growth deep,6/4/20 19:46,43.2,2.7
Old-growth deep,6/4/20 19:49,43.6,2.7
Old-growth deep,6/4/20 19:52,44.1,2.7
Old-growth deep,6/4/20 19:55,44.6,2.7
Old-growth deep,6/4/20 19:58,45,2.7
Old-growth deep,6/4/20 20:01,45.5,2.7
Old-growth deep,6/4/20 20:04,45.9,2.7
Old-growth deep,6/4/20 20:07,46.5,2.7
Old-growth deep,6/4/20 20:10,46.9,2.7
Old-growth deep,6/4/20 20:13,47.3,2.7
Old-growth deep,6/4/20 20:16,47.9,2.7
Old-growth deep,6/4/20 20:19,48.4,2.7
Old-growth deep,6/4/20 20:22,48.9,2.7
Old-growth deep,6/4/20 20:25,49.4,2.7
Old-growth deep,6/4/20 20:28,49.9,2.7
Old-growth deep,6/4/20 20:31,50.4,2.7
Old-growth deep,6/4/20 20:34,50.8,2.7
Old-growth deep,6/4/20 20:37,51.3,2.7
Old-growth deep,6/4/20 20:40,51.8,2.7
Old-growth deep,6/4/20 20:43,52.2,2.7
Old-growth deep,6/4/20 20:46,52.7,2.7
Old-growth deep,6/4/20 20:49,53.1,2.7
Old-growth deep,6/4/20 20:52,53.6,2.7
Old-growth deep,6/4/20 20:55,54.1,2.7
Old-growth deep,6/4/20 20:58,54.5,2.7
Old-growth deep,6/4/20 21:01,55,2.7
Old-growth deep,6/4/20 21:04,55.5,2.7
Old-growth deep,6/4/20 21:07,56,2.7
Old-growth deep,6/4/20 21:10,56.5,2.7
Old-growth deep,6/4/20 21:13,56.9,2.7
Old-growth deep,6/4/20 21:16,57.3,2.7
Old-growth deep,6/4/20 21:19,57.8,2.6
Old-growth deep,6/4/20 21:22,58.2,2.6
Old-growth deep,6/4/20 21:25,58.6,2.6
Old-growth deep,6/4/20 21:28,59.1,2.6
Old-growth deep,6/4/20 21:31,59.5,2.6
Old-growth deep,6/4/20 21:34,60,2.6
Old-growth deep,6/4/20 21:37,60.5,2.6
Old-growth deep,6/4/20 21:40,60.9,2.6
Old-growth deep,6/4/20 21:43,61.3,2.6
Old-growth deep,6/4/20 21:46,61.7,2.6
Old-growth deep,6/4/20 21:49,62.3,2.6
Old-growth deep,6/4/20 21:52,62.7,2.6
Old-growth deep,6/4/20 21:55,63.1,2.6
Old-growth deep,6/4/20 21:58,63.6,2.6
Old-growth deep,6/4/20 22:01,64,2.6
Old-growth deep,6/4/20 22:04,64.4,2.6
Old-growth deep,6/4/20 22:07,64.9,2.6
Old-growth deep,6/4/20 22:10,65.3,2.6
Old-growth deep,6/4/20 22:13,65.6,2.6
Old-growth deep,6/4/20 22:16,66.1,2.6
Old-growth deep,6/4/20 22:19,66.5,2.6
Old-growth deep,6/4/20 22:22,66.9,2.6
Old-growth deep,6/4/20 22:25,67.3,2.6
Old-growth deep,6/4/20 22:28,67.8,2.6
Old-growth deep,6/4/20 22:31,68.2,2.6
Old-growth deep,6/4/20 22:34,68.6,2.6
Old-growth deep,6/4/20 22:37,69,2.6
Old-growth deep,6/4/20 22:40,69.4,2.6
Old-growth deep,6/4/20 22:43,69.8,2.6
Old-growth deep,6/4/20 22:46,70.2,2.6
Old-growth deep,6/4/20 22:49,70.5,2.6
Old-growth deep,6/4/20 22:52,71,2.6
Old-growth deep,6/4/20 22:55,71.4,2.6
Old-growth deep,6/4/20 22:58,71.7,2.6
Old-growth deep,6/4/20 23:01,72.1,2.6
Old-growth deep,6/4/20 23:04,72.5,2.6
Old-growth deep,6/4/20 23:07,72.8,2.6
Old-growth deep,6/4/20 23:10,73.1,2.6
Old-growth deep,6/4/20 23:13,73.5,2.6
Old-growth deep,6/4/20 23:16,73.8,2.6
Old-growth deep,6/4/20 23:19,74.2,2.6
Old-growth deep,6/4/20 23:22,74.4,2.6
Old-growth deep,6/4/20 23:25,74.7,2.6
Old-growth deep,6/4/20 23:28,75.2,2.6
Old-growth deep,6/4/20 23:31,75.3,2.6
Old-growth deep,6/4/20 23:34,75.7,2.6
Old-growth deep,6/4/20 23:37,76,2.6
Old-growth deep,6/4/20 23:40,76.3,2.6
Old-growth deep,6/4/20 23:43,76.7,2.6
Old-growth deep,6/4/20 23:46,77,2.6
Old-growth deep,6/4/20 23:49,77.2,2.6
Old-growth deep,6/4/20 23:52,77.7,2.6
Old-growth deep,6/4/20 23:55,77.9,2.6
Old-growth deep,6/4/20 23:58,78.2,2.6
Old-growth deep,6/5/20 0:01,78.6,2.6
Old-growth deep,6/5/20 0:04,78.8,2.6
Old-growth deep,6/5/20 0:07,79.1,2.6
Old-growth deep,6/5/20 0:10,79.4,2.6
Old-growth deep,6/5/20 0:13,79.6,2.6
Old-growth deep,6/5/20 0:16,80,2.6
Old-growth deep,6/5/20 0:19,80.2,2.6
Old-growth deep,6/5/20 0:22,80.4,2.6
Old-growth deep,6/5/20 0:25,80.6,2.5
Old-growth deep,6/5/20 0:28,80.9,2.6
Old-growth deep,6/5/20 0:31,81.1,2.6
Old-growth deep,6/5/20 0:34,81.3,2.6
Old-growth deep,6/5/20 0:37,81.7,2.6
Old-growth deep,6/5/20 0:40,81.9,2.6
Old-growth deep,6/5/20 0:43,82.1,2.6
Old-growth deep,6/5/20 0:46,82.3,2.6
Old-growth deep,6/5/20 0:49,82.5,2.6
Old-growth deep,6/5/20 0:52,82.7,2.6
Old-growth deep,6/5/20 0:55,83,2.6
Old-growth deep,6/5/20 0:58,83.1,2.6
Old-growth deep,6/5/20 1:01,83.4,2.6
Old-growth deep,6/5/20 1:04,83.4,2.6
Old-growth deep,6/5/20 1:07,83.7,2.6
Old-growth deep,6/5/20 1:10,83.8,2.6
Old-growth deep,6/5/20 1:13,84,2.6
Old-growth deep,6/5/20 1:16,84.2,2.6
Old-growth deep,6/5/20 1:19,84.3,2.6
Old-growth deep,6/5/20 1:22,84.6,2.6
Old-growth deep,6/5/20 1:25,84.8,2.5
Old-growth deep,6/5/20 1:28,85,2.6
Old-growth deep,6/5/20 1:31,85.2,2.6
Old-growth deep,6/5/20 1:34,85.3,2.6
Old-growth deep,6/5/20 1:37,85.6,2.6
Old-growth deep,6/5/20 1:40,85.6,2.6
Old-growth deep,6/5/20 1:43,85.9,2.6
Old-growth deep,6/5/20 1:46,86,2.6
Old-growth deep,6/5/20 1:49,86.1,2.6
Old-growth deep,6/5/20 1:52,86.2,2.6
Old-growth deep,6/5/20 1:55,86.2,2.6
Old-growth deep,6/5/20 1:58,86.5,2.6
Old-growth deep,6/5/20 2:01,86.6,2.5
Old-growth deep,6/5/20 2:04,86.6,2.6
Old-growth deep,6/5/20 2:07,86.8,2.5
Old-growth deep,6/5/20 2:10,86.8,2.5
Old-growth deep,6/5/20 2:13,86.9,2.6
Old-growth deep,6/5/20 2:16,87,2.5
Old-growth deep,6/5/20 2:19,87.1,2.5
Old-growth deep,6/5/20 2:22,87.3,2.6
Old-growth deep,6/5/20 2:25,87.3,2.5
Old-growth deep,6/5/20 2:28,87.5,2.5
Old-growth deep,6/5/20 2:31,87.6,2.5
Old-growth deep,6/5/20 2:34,87.7,2.5
Old-growth deep,6/5/20 2:37,87.8,2.5
Old-growth deep,6/5/20 2:40,87.9,2.5
Old-growth deep,6/5/20 2:43,88,2.5
Old-growth deep,6/5/20 2:46,88,2.5
Old-growth deep,6/5/20 2:49,88.2,2.5
Old-growth deep,6/5/20 2:52,88.2,2.5
Old-growth deep,6/5/20 2:55,88.4,2.5
Old-growth deep,6/5/20 2:58,88.4,2.5
Old-growth deep,6/5/20 3:01,88.4,2.5
Old-growth deep,6/5/20 3:04,88.5,2.5
Old-growth deep,6/5/20 3:07,88.4,2.5
Old-growth deep,6/5/20 3:10,88.6,2.5
Old-growth deep,6/5/20 3:13,88.7,2.5
Old-growth deep,6/5/20 3:16,88.7,2.5
Old-growth deep,6/5/20 3:19,88.7,2.5
Old-growth deep,6/5/20 3:22,88.7,2.5
Old-growth deep,6/5/20 3:25,88.7,2.5
Old-growth deep,6/5/20 3:28,88.8,2.5
Old-growth deep,6/5/20 3:31,88.8,2.5
Old-growth deep,6/5/20 3:34,88.8,2.5
Old-growth deep,6/5/20 3:37,88.8,2.5
Old-growth deep,6/5/20 3:40,88.8,2.5
Old-growth deep,6/5/20 3:43,88.9,2.5
Old-growth deep,6/5/20 3:46,88.9,2.5
Old-growth deep,6/5/20 3:49,88.9,2.5
Old-growth deep,6/5/20 3:52,88.9,2.5
Old-growth deep,6/5/20 3:55,88.9,2.5
Old-growth deep,6/5/20 3:58,89,2.5
Old-growth deep,6/5/20 4:01,88.9,2.5
Old-growth deep,6/5/20 4:04,88.9,2.5
Old-growth deep,6/5/20 4:07,88.9,2.5
Old-growth deep,6/5/20 4:10,88.9,2.5
Old-growth deep,6/5/20 4:13,88.9,2.5
Old-growth deep,6/5/20 4:16,88.9,2.5
Old-growth deep,6/5/20 4:19,88.9,2.5
Old-growth deep,6/5/20 4:22,88.9,2.5
Old-growth deep,6/5/20 4:25,88.9,2.5
Old-growth deep,6/5/20 4:28,88.8,2.5
Old-growth deep,6/5/20 4:31,88.8,2.5
Old-growth deep,6/5/20 4:34,88.8,2.5
Old-growth deep,6/5/20 4:37,88.8,2.5
Old-growth deep,6/5/20 4:40,88.7,2.5
Old-growth deep,6/5/20 4:43,88.7,2.5
Old-growth deep,6/5/20 4:46,88.7,2.5
Old-growth deep,6/5/20 4:49,88.6,2.5
Old-growth deep,6/5/20 4:52,88.6,2.5
Old-growth deep,6/5/20 4:55,88.6,2.5
Old-growth deep,6/5/20 4:58,88.5,2.5
Old-growth deep,6/5/20 5:01,88.5,2.5
Old-growth deep,6/5/20 5:04,88.5,2.5
Old-growth deep,6/5/20 5:07,88.4,2.5
Old-growth deep,6/5/20 5:10,88.4,2.5
Old-growth deep,6/5/20 5:13,88.4,2.5
Old-growth deep,6/5/20 5:16,88.2,2.5
Old-growth deep,6/5/20 5:19,88.2,2.5
Old-growth deep,6/5/20 5:22,88.2,2.5
Old-growth deep,6/5/20 5:25,88.2,2.5
Old-growth deep,6/5/20 5:28,88.1,2.5
Old-growth deep,6/5/20 5:31,88,2.5
Old-growth deep,6/5/20 5:34,87.9,2.5
Old-growth deep,6/5/20 5:37,87.7,2.5
Old-growth deep,6/5/20 5:40,87.7,2.5
Old-growth deep,6/5/20 5:43,87.6,2.5
Old-growth deep,6/5/20 5:46,87.6,2.5
Old-growth deep,6/5/20 5:49,87.5,2.5
Old-growth deep,6/5/20 5:52,87.4,2.5
Old-growth deep,6/5/20 5:55,87.4,2.5
Old-growth deep,6/5/20 5:58,87.3,2.5
Old-growth deep,6/5/20 6:01,87.3,2.5
Old-growth deep,6/5/20 6:04,87.2,2.5
Old-growth deep,6/5/20 6:07,87.1,2.5
Old-growth deep,6/5/20 6:10,87.1,2.5
Old-growth deep,6/5/20 6:13,87,2.5
Old-growth deep,6/5/20 6:16,86.9,2.5
Old-growth deep,6/5/20 6:19,86.9,2.5
Old-growth deep,6/5/20 6:22,86.8,2.5
Old-growth deep,6/5/20 6:25,86.8,2.5
Old-growth deep,6/5/20 6:28,86.8,2.5
Old-growth deep,6/5/20 6:31,86.8,2.5
Old-growth deep,6/5/20 6:34,86.6,2.5
Old-growth deep,6/5/20 6:37,86.5,2.5
Old-growth deep,6/5/20 6:40,86.4,2.5
Old-growth deep,6/5/20 6:43,86.2,2.5
Old-growth deep,6/5/20 6:46,86.2,2.5
Old-growth deep,6/5/20 6:49,86.1,2.5
Old-growth deep,6/5/20 6:52,86.1,2.5
Old-growth deep,6/5/20 6:55,85.9,2.5
Old-growth deep,6/5/20 6:58,85.8,2.5
Old-growth deep,6/5/20 7:01,85.7,2.5
Old-growth deep,6/5/20 7:04,85.6,2.5
Old-growth deep,6/5/20 7:07,85.6,2.5
Old-growth deep,6/5/20 7:10,85.4,2.5
Old-growth deep,6/5/20 7:13,85.4,2.5
Old-growth deep,6/5/20 7:16,85.3,2.5
Old-growth deep,6/5/20 7:19,85.2,2.5
Old-growth deep,6/5/20 7:22,85.1,2.5
Old-growth deep,6/5/20 7:25,85.1,2.5
Old-growth deep,6/5/20 7:28,84.9,2.5
Old-growth deep,6/5/20 7:31,84.6,2.5
Old-growth deep,6/5/20 7:34,84.7,2.5
Old-growth deep,6/5/20 7:37,84.5,2.5
Old-growth deep,6/5/20 7:40,84.5,2.5
Old-growth deep,6/5/20 7:43,84.3,2.5
Old-growth deep,6/5/20 7:46,84.2,2.5
Old-growth deep,6/5/20 7:49,84.1,2.5
Old-growth deep,6/5/20 7:52,83.9,2.5
Old-growth deep,6/5/20 7:55,83.9,2.5
Old-growth deep,6/5/20 7:58,83.9,2.5
Old-growth deep,6/5/20 8:01,83.7,2.5
Old-growth deep,6/5/20 8:04,83.7,2.5
Old-growth deep,6/5/20 8:07,83.6,2.5
Old-growth deep,6/5/20 8:10,83.4,2.5
Old-growth deep,6/5/20 8:13,83.4,2.5
Old-growth deep,6/5/20 8:16,83.3,2.5
Old-growth deep,6/5/20 8:19,83.2,2.5
Old-growth deep,6/5/20 8:22,83,2.5
Old-growth deep,6/5/20 8:25,82.9,2.5
Old-growth deep,6/5/20 8:28,82.8,2.5
Old-growth deep,6/5/20 8:31,82.6,2.6
Old-growth deep,6/5/20 8:34,82.6,2.6
Old-growth deep,6/5/20 8:37,82.5,2.6
Old-growth deep,6/5/20 8:40,82.5,2.6
Old-growth deep,6/5/20 8:43,82.3,2.6
Old-growth deep,6/5/20 8:46,82.2,2.6
Old-growth deep,6/5/20 8:49,82.1,2.6
Old-growth deep,6/5/20 8:52,82.1,2.6
Old-growth deep,6/5/20 8:55,82,2.6
Old-growth deep,6/5/20 8:58,81.9,2.6
Old-growth deep,6/5/20 9:01,81.8,2.6
Old-growth deep,6/5/20 9:04,81.7,2.6
Old-growth deep,6/5/20 9:07,81.6,2.6
Old-growth deep,6/5/20 9:10,81.6,2.6
Old-growth deep,6/5/20 9:13,81.4,2.6
Old-growth deep,6/5/20 9:16,81.4,2.6
Old-growth deep,6/5/20 9:19,81.2,2.6
Old-growth deep,6/5/20 9:22,81.1,2.6
Old-growth deep,6/5/20 9:25,81.1,2.6
Old-growth deep,6/5/20 9:28,80.8,2.6
Old-growth deep,6/5/20 9:31,80.8,2.7
Old-growth deep,6/5/20 9:34,80.8,2.7
Old-growth deep,6/5/20 9:37,80.7,2.7
Old-growth deep,6/5/20 9:40,80.6,2.7
Old-growth deep,6/5/20 9:43,80.4,2.7
Old-growth deep,6/5/20 9:46,80.4,2.7
Old-growth deep,6/5/20 9:49,80.3,2.8
Old-growth deep,6/5/20 9:52,80.2,2.8
Old-growth deep,6/5/20 9:55,80.2,2.8
Old-growth deep,6/5/20 9:58,80.1,2.8
Old-growth deep,6/5/20 10:01,80,2.8
Old-growth deep,6/5/20 10:04,79.9,2.9
Old-growth deep,6/5/20 10:07,79.9,2.9
Old-growth deep,6/5/20 10:10,79.7,2.9
Old-growth deep,6/5/20 10:13,79.7,2.9
Old-growth deep,6/5/20 10:16,79.6,2.9
Old-growth deep,6/5/20 10:19,79.5,2.9
Old-growth deep,6/5/20 10:22,79.4,3
Old-growth deep,6/5/20 10:25,79.4,3
Old-growth deep,6/5/20 10:28,79.4,3
Old-growth deep,6/5/20 10:31,79.2,3
Old-growth deep,6/5/20 10:34,79.1,3
Old-growth deep,6/5/20 10:37,78.8,3
Old-growth deep,6/5/20 10:40,78.8,3
Old-growth deep,6/5/20 10:43,78.7,3
Old-growth deep,6/5/20 10:46,78.6,3
Old-growth deep,6/5/20 10:49,78.4,3
Old-growth deep,6/5/20 10:52,78.4,3
Old-growth deep,6/5/20 10:55,78.3,3.1
Old-growth deep,6/5/20 10:58,78.3,3.1
Old-growth deep,6/5/20 11:01,78.2,3.1
Old-growth deep,6/5/20 11:04,78.1,3.1
Old-growth deep,6/5/20 11:07,78.1,3.1
Old-growth deep,6/5/20 11:10,77.9,3.2
Old-growth deep,6/5/20 11:13,77.9,3.2
Old-growth deep,6/5/20 11:16,77.8,3.2
Old-growth deep,6/5/20 11:19,77.6,3.2
Old-growth deep,6/5/20 11:22,77.6,3.2
Old-growth deep,6/5/20 11:25,77.6,3.2
Old-growth deep,6/5/20 11:28,77.4,3.3
Old-growth deep,6/5/20 11:31,77.4,3.3
Old-growth deep,6/5/20 11:34,77.3,3.3
Old-growth deep,6/5/20 11:37,77.1,3.3
Old-growth deep,6/5/20 11:40,77,3.3
Old-growth deep,6/5/20 11:43,77,3.3
Old-growth deep,6/5/20 11:46,76.8,3.3
Old-growth deep,6/5/20 11:49,76.7,3.3
Old-growth deep,6/5/20 11:52,76.5,3.3
Old-growth deep,6/5/20 11:55,76.4,3.3
Old-growth deep,6/5/20 11:58,76.3,3.3
Old-growth deep,6/5/20 12:01,76.1,3.3
Old-growth deep,6/5/20 12:04,75.9,3.3
Old-growth deep,6/5/20 12:07,75.9,3.4
Old-growth deep,6/5/20 12:10,75.8,3.4
Old-growth deep,6/5/20 12:13,75.6,3.4
Old-growth deep,6/5/20 12:16,75.5,3.4
Old-growth deep,6/5/20 12:19,75.4,3.4
Old-growth deep,6/5/20 12:22,75.3,3.4
Old-growth deep,6/5/20 12:25,75,3.4
Old-growth deep,6/5/20 12:28,74.8,3.4
Old-growth deep,6/5/20 12:31,74.8,3.3
Old-growth deep,6/5/20 12:34,74.5,3.3
Old-growth deep,6/5/20 12:37,74.4,3.3
Old-growth deep,6/5/20 12:40,74.2,3.3
Old-growth deep,6/5/20 12:43,74.2,3.3
Old-growth deep,6/5/20 12:46,74,3.3
Old-growth deep,6/5/20 12:49,73.9,3.3
Old-growth deep,6/5/20 12:52,73.8,3.3
Old-growth deep,6/5/20 12:55,73.6,3.3
Old-growth deep,6/5/20 12:58,73.4,3.3
Old-growth deep,6/5/20 13:01,73.4,3.3
Old-growth deep,6/5/20 13:04,73.2,3.3
Old-growth deep,6/5/20 13:07,73.1,3.3
Old-growth deep,6/5/20 13:10,73,3.3
Old-growth deep,6/5/20 13:13,72.8,3.3
Old-growth deep,6/5/20 13:16,72.7,3.3
Old-growth deep,6/5/20 13:19,72.6,3.4
Old-growth deep,6/5/20 13:22,72.5,3.4
Old-growth deep,6/5/20 13:25,72.5,3.4
Old-growth deep,6/5/20 13:28,72.3,3.4
Old-growth deep,6/5/20 13:31,72.1,3.4
Old-growth deep,6/5/20 13:34,71.9,3.4
Old-growth deep,6/5/20 13:37,71.8,3.4
Old-growth deep,6/5/20 13:40,71.6,3.4
Old-growth deep,6/5/20 13:43,71.5,3.4
Old-growth deep,6/5/20 13:46,71.4,3.4
Old-growth deep,6/5/20 13:49,71.4,3.4
Old-growth deep,6/5/20 13:52,71.3,3.4
Old-growth deep,6/5/20 13:55,71.2,3.4
Old-growth deep,6/5/20 13:58,71,3.4
Old-growth deep,6/5/20 14:01,70.9,3.4
Old-growth deep,6/5/20 14:04,70.7,3.4
Old-growth deep,6/5/20 14:07,70.6,3.4
Old-growth deep,6/5/20 14:10,70.5,3.4
Old-growth deep,6/5/20 14:13,70.3,3.4
Old-growth deep,6/5/20 14:16,70.3,3.4
Old-growth deep,6/5/20 14:19,70.2,3.4
Old-growth deep,6/5/20 14:22,70,3.4
Old-growth deep,6/5/20 14:25,69.8,3.4
Old-growth deep,6/5/20 14:28,69.8,3.4
Old-growth deep,6/5/20 14:31,69.7,3.4
Old-growth deep,6/5/20 14:34,69.5,3.4
Old-growth deep,6/5/20 14:37,69.3,3.3
Old-growth deep,6/5/20 14:40,69.2,3.3
Old-growth deep,6/5/20 14:43,69,3.3
Old-growth deep,6/5/20 14:46,69,3.3
Old-growth deep,6/5/20 14:49,68.8,3.3
Old-growth deep,6/5/20 14:52,68.7,3.3
Old-growth deep,6/5/20 14:55,68.5,3.3
Old-growth deep,6/5/20 14:58,68.5,3.3
Old-growth deep,6/5/20 15:01,68.4,3.4
Old-growth deep,6/5/20 15:04,68.4,3.3
Old-growth deep,6/5/20 15:07,68.2,3.4
Old-growth deep,6/5/20 15:10,68.1,3.4
Old-growth deep,6/5/20 15:13,68.1,3.4
Old-growth deep,6/5/20 15:16,68.1,3.4
Old-growth deep,6/5/20 15:19,67.9,3.4
Old-growth deep,6/5/20 15:22,67.8,3.4
Old-growth deep,6/5/20 15:25,67.6,3.4
Old-growth deep,6/5/20 15:28,67.5,3.4
Old-growth deep,6/5/20 15:31,67.3,3.4
Old-growth deep,6/5/20 15:34,67.2,3.4
Old-growth deep,6/5/20 15:37,67.1,3.4
Old-growth deep,6/5/20 15:40,67,3.4
Old-growth deep,6/5/20 15:43,66.9,3.4
Old-growth deep,6/5/20 15:46,66.8,3.4
Old-growth deep,6/5/20 15:49,66.7,3.3
Old-growth deep,6/5/20 15:52,66.5,3.4
Old-growth deep,6/5/20 15:55,66.5,3.4
Old-growth deep,6/5/20 15:58,66.3,3.4
Old-growth deep,6/5/20 16:01,66.2,3.3
Old-growth deep,6/5/20 16:04,66.1,3.3
Old-growth deep,6/5/20 16:07,65.9,3.3
Old-growth deep,6/5/20 16:10,65.8,3.3
Old-growth deep,6/5/20 16:13,65.7,3.3
Old-growth deep,6/5/20 16:16,65.7,3.3
Old-growth deep,6/5/20 16:19,65.5,3.3
Old-growth deep,6/5/20 16:22,65.4,3.3
Old-growth deep,6/5/20 16:25,65.3,3.3
Old-growth deep,6/5/20 16:28,65.3,3.3
Old-growth deep,6/5/20 16:31,65.1,3.3
Old-growth deep,6/5/20 16:34,65,3.3
Old-growth deep,6/5/20 16:37,64.9,3.3
Old-growth deep,6/5/20 16:40,64.8,3.3
Old-growth deep,6/5/20 16:43,64.7,3.3
Old-growth deep,6/5/20 16:46,64.6,3.3
Old-growth deep,6/5/20 16:49,64.3,3.3
Old-growth deep,6/5/20 16:52,64.3,3.3
Old-growth deep,6/5/20 16:55,64.2,3.3
Old-growth deep,6/5/20 16:58,64,3.3
Old-growth deep,6/5/20 17:01,64,3.3
Old-growth deep,6/5/20 17:04,63.8,3.3
Old-growth deep,6/5/20 17:07,63.8,3.3
Old-growth deep,6/5/20 17:10,63.7,3.3
Old-growth deep,6/5/20 17:13,63.5,3.3
Old-growth deep,6/5/20 17:16,63.5,3.3
Old-growth deep,6/5/20 17:19,63.3,3.3
Old-growth deep,6/5/20 17:22,63.2,3.3
Old-growth deep,6/5/20 17:25,63.1,3.3
Old-growth deep,6/5/20 17:28,62.9,3.3
Old-growth deep,6/5/20 17:31,62.8,3.3
Old-growth deep,6/5/20 17:34,62.7,3.3
Old-growth deep,6/5/20 17:37,62.7,3.2
Old-growth deep,6/5/20 17:40,62.5,3.2
Old-growth deep,6/5/20 17:43,62.5,3.2
Old-growth deep,6/5/20 17:46,62.4,3.2
Old-growth deep,6/5/20 17:49,62.2,3.2
Old-growth deep,6/5/20 17:52,62.1,3.2
Old-growth deep,6/5/20 17:55,62.1,3.2
Old-growth deep,6/5/20 17:58,61.9,3.2
Old-growth deep,6/5/20 18:01,61.9,3.2
Old-growth deep,6/5/20 18:04,61.7,3.2
Old-growth deep,6/5/20 18:07,61.6,3.2
Old-growth deep,6/5/20 18:10,61.5,3.2
Old-growth deep,6/5/20 18:13,61.3,3.2
Old-growth deep,6/5/20 18:16,61.3,3.2
Old-growth deep,6/5/20 18:19,61.1,3.2
Old-growth deep,6/5/20 18:22,61,3.2
Old-growth deep,6/5/20 18:25,60.9,3.2
Old-growth deep,6/5/20 18:28,60.8,3.2
Old-growth deep,6/5/20 18:31,60.8,3.1
Old-growth deep,6/5/20 18:34,60.7,3.1
Old-growth deep,6/5/20 18:37,60.6,3.2
Old-growth deep,6/5/20 18:40,60.5,3.1
Old-growth deep,6/5/20 18:43,60.4,3.1
Old-growth deep,6/5/20 18:46,60.2,3.1
Old-growth deep,6/5/20 18:49,60.2,3.1
Old-growth deep,6/5/20 18:52,60,3.1
Old-growth deep,6/5/20 18:55,60,3.1
Old-growth deep,6/5/20 18:58,59.9,3.1
Old-growth deep,6/5/20 19:01,59.9,3.1
Old-growth deep,6/5/20 19:04,59.7,3.1
Old-growth deep,6/5/20 19:07,59.6,3.1
Old-growth deep,6/5/20 19:10,59.5,3.1
Old-growth deep,6/5/20 19:13,59.4,3.1
Old-growth deep,6/5/20 19:16,59.2,3.1
Old-growth deep,6/5/20 19:19,59.2,3.1
Old-growth deep,6/5/20 19:22,59.1,3.1
Old-growth deep,6/5/20 19:25,59.1,3.1
Old-growth deep,6/5/20 19:28,58.9,3.1
Old-growth deep,6/5/20 19:31,58.8,3.1
Old-growth deep,6/5/20 19:34,58.8,3.1
Old-growth deep,6/5/20 19:37,58.6,3.1
Old-growth deep,6/5/20 19:40,58.5,3.1
Old-growth deep,6/5/20 19:43,58.4,3.1
Old-growth deep,6/5/20 19:46,58.3,3.1
Old-growth deep,6/5/20 19:49,58.2,3.1
Old-growth deep,6/5/20 19:52,58.1,3.1
Old-growth deep,6/5/20 19:55,58.1,3.1
Old-growth deep,6/5/20 19:58,58.1,3.1
Old-growth deep,6/5/20 20:01,57.8,3.1
Old-growth deep,6/5/20 20:04,57.7,3.1
Old-growth deep,6/5/20 20:07,57.7,3.1
Old-growth deep,6/5/20 20:10,57.6,3.1
Old-growth deep,6/5/20 20:13,57.5,3.1
Old-growth deep,6/5/20 20:16,57.3,3
Old-growth deep,6/5/20 20:19,57.2,3
Old-growth deep,6/5/20 20:22,57.1,3
Old-growth deep,6/5/20 20:25,57.1,3
Old-growth deep,6/5/20 20:28,57,3
Old-growth deep,6/5/20 20:31,57,3
Old-growth deep,6/5/20 20:34,56.9,3
Old-growth deep,6/5/20 20:37,56.8,3
Old-growth deep,6/5/20 20:40,56.7,3
Old-growth deep,6/5/20 20:43,56.7,3
Old-growth deep,6/5/20 20:46,56.7,3
Old-growth deep,6/5/20 20:49,56.6,3
Old-growth deep,6/5/20 20:52,56.5,3
Old-growth deep,6/5/20 20:55,56.4,3
